file,label,prediction,confidence,details
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\real\file43.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,real,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\real\file45.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,real,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\real\file48.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,real,fake,0.4166666666666667,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.75, 'indicators': ['Low high-frequency content', 'Highly periodic signal', 'Many spectral peaks']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\real\file52.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,real,real,0.25,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.25, 'indicators': ['Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\real\file6.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,real,fake,0.4166666666666667,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.75, 'indicators': ['Low high-frequency content', 'Highly periodic signal', 'Many spectral peaks']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file13.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file16.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file19.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file2.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,real,0.25,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.25, 'indicators': ['Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file24.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file25.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file26.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.4166666666666667,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.75, 'indicators': ['Low high-frequency content', 'Highly periodic signal', 'Many spectral peaks']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file37.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.4166666666666667,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.75, 'indicators': ['Low high-frequency content', 'Highly periodic signal', 'Many spectral peaks']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file39.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file42.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file49.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
C:\Users\GOWTHAM\OneDrive\Desktop\Hackathon\Deepfake-Detection-for-Audio\data\Dummy Test Dataset\testing\fake\file56.wav_16k.wav_norm.wav_mono.wav_silence.wav_2sec.wav,fake,fake,0.35000000000000003,"{'spectral_analysis': {'score': 0.2, 'indicators': ['Low spectral flatness (tonal)']}, 'prosodic_analysis': {'score': 0.3, 'indicators': ['Unusually high voiced speech ratio']}, 'neural_artifacts': {'score': 0.55, 'indicators': ['Low high-frequency content', 'Highly periodic signal']}}"
